Group,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source,Contig_count,Assembly_size
MQ Winners,47-1_37_stoolx123.SR_stool,97.98,1.25,14.29,244507,MetaSPAdes (SR),Stool,22,2866805
MQ Winners,40-2_10_DP_BAPcstx40-2_10_DP_BAPcst.001.SR_plate,99.22,1.26,14.29,107037,MetaSPAdes (SR),Plate,51,3002691
MQ Winners,40-1_6_stoolxbin.19.SR_stool,96.72,1.31,14.29,70488,MetaSPAdes (SR),Stool,44,1937276
MQ Winners,C014-M27_stoolxC014-M27_stool.049_sub.SR_stool,82.25,1.32,14.29,11844,MetaSPAdes (SR),Stool,270,2035673
MQ Winners,14-1_95x61.LR_stool,83.08,1.46,14.29,213563,MetaFlye2 (LR),Stool,16,1855605
MQ Winners,14-1_6_WCxbin.4.SR_plate,99.6,1.5,14.29,81953,MetaSPAdes (SR),Plate,75,3164064
MQ Winners,39-2_20_BAPx7.SR_plate,67.84,1.54,14.29,2119,MetaSPAdes (SR),Plate,919,1841164
MQ Winners,40-1_9x40-1_9.011.SR_stool,93.94,1.57,14.29,61841,MetaSPAdes (SR),Stool,80,2380265
MQ Winners,8-1_11_DP_LKVx8-1_11_DP_LKV.002.SR_plate,91.63,1.61,14.29,465438,MetaSPAdes (SR),Plate,36,5731129
MQ Winners,C020-M36x162.SR_stool,94.95,1.65,14.29,21774,MetaSPAdes (SR),Stool,179,2643888
MQ Winners,14-1_11_stoolxbin.31.SR_stool,94.06,1.72,14.29,162440,MetaSPAdes (SR),Stool,24,1967462
MQ Winners,14-1_95xbin.80.LR_stool,75.55,1.73,14.29,958241,MetaFlye2 (LR),Stool,3,1696869
MQ Winners,C020-M07_BAPx58.SR_plate,71.54,1.76,14.29,2753,MetaSPAdes (SR),Plate,613,1513722
MQ Winners,47-2_88xbin.69.SR_stool,91.89,1.84,14.29,20393,MetaSPAdes (SR),Stool,235,2891731
MQ Winners,C017-M00xbin.32.SR_stool,99.12,1.93,14.29,171264,MetaSPAdes (SR),Stool,32,3012692
MQ Winners,17-2_16_WCx17-2_16_WC.007_sub.SR_plate,81.08,2.02,14.29,4360,MetaSPAdes (SR),Plate,662,2500307
MQ Winners,20-1_97xbin.95.LR_stool,92.98,2.03,14.29,401400,MetaFlye2 (LR),Stool,14,3672602
MQ Winners,39-2_14xbin.26.LR_stool,98.94,2.05,14.29,866803,MetaFlye2 (LR),Stool,8,4085161
MQ Winners,C039-M06_stoolx37_sub.SR_stool,77.92,2.08,14.29,16610,MetaSPAdes (SR),Stool,456,5590694
MQ Winners,17-2_13_BAPxbin.10.SR_plate,63.13,2.29,14.29,3040,MetaSPAdes (SR),Plate,527,1508347
MQ Winners,C020-M36xbin.6.SR_stool,94.34,2.33,14.29,19866,MetaSPAdes (SR),Stool,171,2296587
MQ Winners,C019-M00x22.LR_stool,98.35,2.42,14.29,722530,MetaFlye2 (LR),Stool,8,3789720
MQ Winners,19-2_36x42.LR_stool,99.44,2.42,14.29,1095326,MetaFlye2 (LR),Stool,7,3819708
MQ Winners,43-1_1x5.SR_stool,74.86,2.57,14.29,3248,MetaSPAdes (SR),Stool,697,1859893
MQ Winners,17-2_13_stoolx17-2_13_stool.025_sub.SR_stool,94.16,2.63,14.29,14340,MetaSPAdes (SR),Stool,258,2311838
MQ Winners,39-1_36_stoolx0.SR_stool,91.04,2.78,14.29,41100,MetaSPAdes (SR),Stool,120,3072243
MQ Winners,C020-M24x114.SR_stool,98.97,2.88,14.29,94763,MetaSPAdes (SR),Stool,56,3453374
MQ Winners,17-2_99_stoolxbin.53_sub.SR_stool,88.49,3.02,14.29,127901,MetaSPAdes (SR),Stool,23,1971725
MQ Winners,47-2_13xbin.23_sub.SR_stool,92.92,3.06,14.29,39640,MetaSPAdes (SR),Stool,131,3072573
MQ Winners,20-1_97x56.LR_stool,67.21,3.26,14.29,173208,MetaFlye2 (LR),Stool,29,3294156
MQ Winners,29-1_95x29-1_95.037.SR_stool,74.83,3.36,14.29,124756,MetaSPAdes (SR),Stool,20,1805700
MQ Winners,29-2_N17xbin.21.SR_stool,99.33,3.36,14.29,505762,MetaSPAdes (SR),Stool,12,3367975
MQ Winners,19-1_95xbin.29.SR_stool,97.38,3.49,14.29,40787,MetaSPAdes (SR),Stool,81,2013071
MQ Winners,40-2_35x40-2_late__40-2_35.007_sub.LR_stool,92.83,3.8,14.29,311867,MetaFlye2 (LR),Stool,72,4890002
MQ Winners,C020-M24x47_sub.LR_stool,85.3,4.46,14.29,260775,MetaFlye2 (LR),Stool,22,2440531
MQ Winners,29-2_95xbin.65.SR_stool,79.98,4.63,14.29,43001,MetaSPAdes (SR),Stool,124,2504700
MQ Winners,C008-M36xbin.12.LR_stool,86.22,5.7,14.29,335009,MetaFlye2 (LR),Stool,21,3086023
MQ Winners,C043-M01_stoolxbin.4.SR_stool,73.89,8.02,14.29,3945,MetaSPAdes (SR),Stool,415,1408403
MQ Winners,39-2_94x118.SR_stool,84.82,9.14,14.29,11557,MetaSPAdes (SR),Stool,466,3862340
MQ Winners,29-2_14_DP_BAPcstxbin.6.SR_plate,95.24,3.59,14.71,9217,MetaSPAdes (SR),Plate,609,4010745
MQ Winners,C014-M27_stoolx65.SR_stool,92.98,7.67,15,11838,MetaSPAdes (SR),Stool,173,1347804
MQ Winners,39-1_N11xbin.43.SR_stool,93.04,2.42,15.38,64333,MetaSPAdes (SR),Stool,75,2643292
MQ Winners,19-1_95x54.LR_stool,95.79,2.53,15.38,3567086,MetaFlye2 (LR),Stool,7,3839885
MQ Winners,14-2_95_stoolx14.SR_stool,82.84,4.03,15.38,3699,MetaSPAdes (SR),Stool,613,1826385
MQ Winners,C008-M36x41.LR_stool,91.14,5.7,15.38,195181,MetaFlye2 (LR),Stool,57,3489390
MQ Winners,C039-M24x55.LR_stool,84.65,5.93,15.38,284585,MetaFlye2 (LR),Stool,17,2534307
MQ Winners,40-1_13x40-1_early__40-1_13.007_sub.LR_stool,61.9,6.39,15.62,125294,MetaFlye2 (LR),Stool,39,1667587
MQ Winners,43-2_12xbin.13_sub.SR_stool,81.11,7.48,15.79,11768,MetaSPAdes (SR),Stool,443,3411099
MQ Winners,43-1_24x37_sub.SR_stool,52.45,9.62,15.79,7067,MetaSPAdes (SR),Stool,494,2475607
MQ Winners,14-1_6_stoolx28_sub.SR_stool,98.01,2.34,16,245654,MetaSPAdes (SR),Stool,21,2220717
MQ Winners,14-2_14_LKVx21.SR_plate,99.45,3.03,16,829777,MetaSPAdes (SR),Plate,20,6554605
MQ Winners,43-1_54x42.SR_stool,99.62,0.42,16.67,138750,MetaSPAdes (SR),Stool,70,4752704
MQ Winners,40-1_15xbin.32.SR_stool,100,0.54,16.67,765432,MetaSPAdes (SR),Stool,12,2886323
MQ Winners,39-2_36x39-2_36.082_sub.SR_stool,67,1.09,16.67,19914,MetaSPAdes (SR),Stool,245,2307590
MQ Winners,C020-M07_BAPx47.SR_plate,57.41,1.11,16.67,2087,MetaSPAdes (SR),Plate,441,850130
MQ Winners,14-1_36_LKVxbin.3.SR_plate,94.34,1.14,16.67,14024,MetaSPAdes (SR),Plate,292,2980630
MQ Winners,29-2_36_WCx29-2_36_WC.001.SR_plate,95.76,1.14,16.67,582026,MetaSPAdes (SR),Plate,7,2317737
MQ Winners,20-2_88xbin.21.SR_stool,90.05,1.21,16.67,24806,MetaSPAdes (SR),Stool,182,2643005
MQ Winners,17-2_6_stoolxbin.2.SR_stool,90.3,1.21,16.67,41060,MetaSPAdes (SR),Stool,80,1945444
MQ Winners,47-2_13x2.SR_stool,98.55,1.25,16.67,166999,MetaSPAdes (SR),Stool,25,2630756
MQ Winners,C008-M06xC008-M06.021.SR_stool,99.32,1.27,16.67,136116,MetaSPAdes (SR),Stool,55,2692291
MQ Winners,47-2_7_BAPx25.SR_plate,84.04,1.51,16.67,5701,MetaSPAdes (SR),Plate,346,1630426
MQ Winners,39-1_36x65.LR_stool,98.99,1.52,16.67,3498654,MetaFlye2 (LR),Stool,4,3670530
MQ Winners,C017-M00xbin.50.LR_stool,59.02,1.75,16.67,176247,MetaFlye2 (LR),Stool,24,2732989
MQ Winners,29-2_36_stoolxbin.82.SR_stool,85.35,1.93,16.67,64205,MetaSPAdes (SR),Stool,73,2996513
MQ Winners,C043-M01xbin.12_sub.LR_stool,93.31,1.93,16.67,156276,MetaFlye2 (LR),Stool,35,3332080
MQ Winners,C017-M00xC017-M00.027.SR_stool,98.55,1.93,16.67,80828,MetaSPAdes (SR),Stool,54,3069744
MQ Winners,40-2_94x4.SR_stool,78.41,2.07,16.67,6742,MetaSPAdes (SR),Stool,457,2254242
MQ Winners,C040-M36xbin.22.SR_stool,68.14,2.08,16.67,18756,MetaSPAdes (SR),Stool,176,1602307
MQ Winners,C040-M36x70.SR_stool,83.24,2.3,16.67,7847,MetaSPAdes (SR),Stool,601,3048816
MQ Winners,47-2_13x9.SR_stool,92.94,2.52,16.67,44632,MetaSPAdes (SR),Stool,98,2362139
MQ Winners,C019-M22_stoolxC019-M22_stool.088.SR_stool,91.44,2.53,16.67,100411,MetaSPAdes (SR),Stool,62,3057554
MQ Winners,39-2_94x150_sub.SR_stool,87.85,2.67,16.67,8619,MetaSPAdes (SR),Stool,453,2413956
MQ Winners,29-1_18_stoolxbin.40.SR_stool,97.99,2.68,16.67,209139,MetaSPAdes (SR),Stool,37,3146791
MQ Winners,20-2_47x20-2_47.036_sub.SR_stool,87.66,2.69,16.67,35563,MetaSPAdes (SR),Stool,319,4766006
MQ Winners,14-1_95_stoolx90.SR_stool,92.06,2.73,16.67,33877,MetaSPAdes (SR),Stool,117,2298643
MQ Winners,C017-M36xC017-M36.047.SR_stool,70.85,2.91,16.67,50214,MetaSPAdes (SR),Stool,47,1414129
MQ Winners,14-1_11_stoolxbin.52_sub.SR_stool,88.68,2.96,16.67,20817,MetaSPAdes (SR),Stool,157,2104266
MQ Winners,40-2_35_BAPxbin.16_sub.SR_plate,93.42,3.09,16.67,11294,MetaSPAdes (SR),Plate,307,2386217
MQ Winners,14-1_95_stoolxbin.50_sub.SR_stool,81.65,3.16,16.67,269722,MetaSPAdes (SR),Stool,38,3207348
MQ Winners,17-2_99_stoolxbin.108.SR_stool,83.75,3.36,16.67,27227,MetaSPAdes (SR),Stool,147,2259641
MQ Winners,C043-M24x46.SR_stool,85.98,3.36,16.67,19937,MetaSPAdes (SR),Stool,203,2341953
MQ Winners,40-2_16xbin.3_sub.SR_stool,91.59,3.77,16.67,28478,MetaSPAdes (SR),Stool,168,2574157
MQ Winners,47-2_10xbin.1.SR_stool,99.37,3.8,16.67,147306,MetaSPAdes (SR),Stool,65,4427383
MQ Winners,40-2_35_stoolx16_sub.SR_stool,91.42,4.13,16.67,9451,MetaSPAdes (SR),Stool,426,2949204
MQ Winners,19-2_36_stoolx19-2_36_stool.037_sub.SR_stool,76.22,4.2,16.67,56955,MetaSPAdes (SR),Stool,106,2433674
MQ Winners,19-2_12_DP_BAPcstx15.SR_plate,91.96,4.58,16.67,3806,MetaSPAdes (SR),Plate,1319,4017466
MQ Winners,20-1_35_stoolx63.SR_stool,98.39,6.04,16.67,191766,MetaSPAdes (SR),Stool,29,2752380
MQ Winners,14-2_36_stoolx14-2_36_stool.033_sub.SR_stool,90.67,6.12,16.67,65248,MetaSPAdes (SR),Stool,121,3280300
MQ Winners,47-2_17x47-2_late__47-2_17.023_sub.LR_stool,58.45,6.32,17.24,119666,MetaFlye2 (LR),Stool,51,2696442
MQ Winners,C017-M36xC017-M36.040.SR_stool,77.45,8.28,17.24,318102,MetaSPAdes (SR),Stool,49,2130869
MQ Winners,39-1_N11x39-1_N11.011_sub.SR_stool,52.69,8.41,17.24,197988,MetaSPAdes (SR),Stool,42,1998104
MQ Winners,29-1_88x113_sub.SR_stool,95.3,2.76,17.39,21160,MetaSPAdes (SR),Stool,217,3197879
MQ Winners,C039-M00xbin.7.SR_stool,99.09,7.67,17.39,77186,MetaSPAdes (SR),Stool,55,1929241
MQ Winners,29-2_36_stoolx29-2_36_stool.015.SR_stool,99.46,4.88,17.54,622629,MetaSPAdes (SR),Stool,53,6822880
MQ Winners,40-2_35_stoolx94_sub.SR_stool,88.54,6.54,17.65,15475,MetaSPAdes (SR),Stool,296,2997388
MQ Winners,43-1_66x43-1_66.019_sub.SR_stool,89.47,7.34,17.65,43643,MetaSPAdes (SR),Stool,306,5102307
MQ Winners,C020-M36xC020-M36.018_sub.SR_stool,57.99,8.62,17.65,129188,MetaSPAdes (SR),Stool,38,2014894
MQ Winners,39-1_36_LKVx39-1_36_LKV.004_sub.SR_plate,96.97,1.51,18.18,311623,MetaSPAdes (SR),Plate,46,5698590
MQ Winners,20-2_13x82.SR_stool,61.51,2.08,18.18,3867,MetaSPAdes (SR),Stool,596,1751415
MQ Winners,29-1_33x33_sub.SR_stool,90.37,2.16,18.18,9159,MetaSPAdes (SR),Stool,370,2533806
MQ Winners,43-2_N15xbin.37_sub.SR_stool,86.83,2.27,18.18,29444,MetaSPAdes (SR),Stool,133,2216142
MQ Winners,39-1_94x39-1_94.067.SR_stool,80.05,2.65,18.18,7409,MetaSPAdes (SR),Stool,437,2316222
MQ Winners,40-1_35_stoolxbin.106.SR_stool,94.52,3.24,18.18,47250,MetaSPAdes (SR),Stool,111,2987955
MQ Winners,20-1_14x20-1_14.027_sub.SR_stool,91.67,3.32,18.18,118306,MetaSPAdes (SR),Stool,94,3361208
MQ Winners,14-2_95_stoolx64.SR_stool,93.72,3.54,18.18,32923,MetaSPAdes (SR),Stool,159,3326036
MQ Winners,C039-M00x53.LR_stool,85.65,4.43,18.18,143117,MetaFlye2 (LR),Stool,28,2974402
MQ Winners,43-2_94x17.SR_stool,99.52,4.81,18.18,1778137,MetaSPAdes (SR),Stool,31,3203102
MQ Winners,39-2_94_DP_LKVx39-2_94_DP_LKV.001.SR_plate,98.95,4.5,18.52,487085,MetaSPAdes (SR),Plate,40,6857321
MQ Winners,47-1_37_stoolx47-1_37_stool.023_sub.SR_stool,97.89,5.63,18.75,20080,MetaSPAdes (SR),Stool,246,2704359
MQ Winners,43-1_8x29_sub.SR_stool,99.12,8.19,18.75,1146249,MetaSPAdes (SR),Stool,6,3273334
MQ Winners,14-2_95x78.LR_stool,98.48,4.67,19.05,3768143,MetaFlye2 (LR),Stool,6,3980981
MQ Winners,43-1_24x43-1_late__43-1_24.009_sub.LR_stool,64.91,8.77,19.05,218699,MetaFlye2 (LR),Stool,51,3253141
MQ Winners,19-1_10_DP_LKVx19-1_10_DP_LKV.002.SR_plate,99.4,0.73,20,183134,MetaSPAdes (SR),Plate,59,6287079
MQ Winners,19-1_10x59_sub.SR_stool,90.58,0.77,20,5293,MetaSPAdes (SR),Stool,355,1500145
MQ Winners,C020-M00x96_sub.SR_stool,71.78,0.88,20,2837,MetaSPAdes (SR),Stool,1129,2862207
MQ Winners,47-1_10x5_sub.LR_stool,73.9,1.1,20,74170,MetaFlye2 (LR),Stool,65,3042781
MQ Winners,17-2_99xbin.100_sub.LR_stool,62.51,1.22,20,199468,MetaFlye2 (LR),Stool,21,2483333
MQ Winners,47-1_7_stoolx59.SR_stool,98.11,1.26,20,325096,MetaSPAdes (SR),Stool,13,2096435
MQ Winners,47-2_10x73.SR_stool,98.11,1.26,20,250834,MetaSPAdes (SR),Stool,30,2309475
MQ Winners,43-2_7xbin.1.LR_stool,97.25,1.27,20,294506,MetaFlye2 (LR),Stool,16,3220066
MQ Winners,C047-M07x56.LR_stool,83.71,1.29,20,229699,MetaFlye2 (LR),Stool,36,3804965
MQ Winners,47-2_7_stoolxbin.43_sub.SR_stool,92.27,1.36,20,183967,MetaSPAdes (SR),Stool,47,2859223
MQ Winners,C008-M36x97.SR_stool,79.54,1.41,20,22671,MetaSPAdes (SR),Stool,119,1888553
MQ Winners,C014-M00_stoolx93_sub.SR_stool,73.58,1.48,20,110289,MetaSPAdes (SR),Stool,43,1520815
MQ Winners,40-1_35_BAPxbin.7.SR_plate,94.41,1.65,20,46488,MetaSPAdes (SR),Plate,127,3410144
MQ Winners,C040-M36x5_sub.LR_stool,98.94,1.75,20,645625,MetaFlye2 (LR),Stool,18,3331858
MQ Winners,29-1_95xbin.57_sub.SR_stool,90.82,1.77,20,29325,MetaSPAdes (SR),Stool,181,3020022
MQ Winners,19-1_35x38.LR_stool,98.75,1.77,20,586156,MetaFlye2 (LR),Stool,8,3855214
MQ Winners,C029-M24_stoolx62.SR_stool,63.45,1.8,20,3345,MetaSPAdes (SR),Stool,479,1385248
MQ Winners,8-2_11_DP_BAPcstxbin.4.SR_plate,71.33,1.83,20,3859,MetaSPAdes (SR),Plate,339,1199839
MQ Winners,43-2_12x47.SR_stool,61.61,1.88,20,5002,MetaSPAdes (SR),Stool,555,1879606
MQ Winners,C017-M06_WCx6_sub.SR_plate,70.08,1.92,20,5525,MetaSPAdes (SR),Plate,726,2786323
MQ Winners,8-2_9_DP_BAPcstx29.SR_plate,86.62,1.97,20,10156,MetaSPAdes (SR),Plate,422,3239749
MQ Winners,14-1_36_stoolx50_sub.SR_stool,87.19,2.03,20,8666,MetaSPAdes (SR),Stool,353,2174768
MQ Winners,17-2_99x115.LR_stool,82.42,2.07,20,146521,MetaFlye2 (LR),Stool,20,2200953
MQ Winners,29-2_14x34.SR_stool,77.7,2.1,20,3373,MetaSPAdes (SR),Stool,985,2789620
MQ Winners,C017-M36xC017-M36.031.SR_stool,97.4,2.16,20,190282,MetaSPAdes (SR),Stool,47,4008210
MQ Winners,47-2_13xbin.77.SR_stool,97.13,2.17,20,41177,MetaSPAdes (SR),Stool,149,3324367
MQ Winners,19-2_95x9.SR_stool,99.32,2.21,20,396876,MetaSPAdes (SR),Stool,33,3716303
MQ Winners,C019-M07_stoolx47.SR_stool,86.33,2.22,20,4425,MetaSPAdes (SR),Stool,474,1698475
MQ Winners,14-1_95_stoolx77.SR_stool,91.59,2.33,20,17906,MetaSPAdes (SR),Stool,142,1798084
MQ Winners,20-1_5_stoolx1.SR_stool,92.19,2.4,20,4012,MetaSPAdes (SR),Stool,1133,3684055
MQ Winners,43-1_66xbin.58.SR_stool,93.96,2.4,20,27326,MetaSPAdes (SR),Stool,131,2199398
MQ Winners,17-1_13_stoolxbin.5.SR_stool,88.4,2.53,20,6956,MetaSPAdes (SR),Stool,491,2628480
MQ Winners,43-1_2x9_sub.SR_stool,97.94,2.53,20,137818,MetaSPAdes (SR),Stool,44,3011565
MQ Winners,C047-M07_stoolx116_sub.SR_stool,89.95,2.72,20,6757,MetaSPAdes (SR),Stool,638,3569738
MQ Winners,17-1_100_stoolx40_sub.SR_stool,84.04,2.75,20,11313,MetaSPAdes (SR),Stool,297,1999866
MQ Winners,08-2_36_stoolx19_sub.SR_stool,97.47,2.85,20,111004,MetaSPAdes (SR),Stool,46,2346192
MQ Winners,39-1_11xbin.5.LR_stool,98.26,2.85,20,379409,MetaFlye2 (LR),Stool,17,3658773
MQ Winners,C047-M07_stoolxbin.103.SR_stool,93.12,3.02,20,50281,MetaSPAdes (SR),Stool,102,2396795
MQ Winners,C008-M00_stoolx5.SR_stool,85.43,3.07,20,5257,MetaSPAdes (SR),Stool,445,1830332
MQ Winners,29-1_53xbin.59.SR_stool,80.62,3.57,20,9733,MetaSPAdes (SR),Stool,393,2663821
MQ Winners,29-2_95_DP_BAPcstx29-2_95_DP_BAPcst.004.SR_plate,95.32,4.29,20,43583,MetaSPAdes (SR),Plate,152,3283324
MQ Winners,20-2_5xbin.14_sub.SR_stool,94.94,4.56,20,11869,MetaSPAdes (SR),Stool,889,7353818
MQ Winners,19-1_95x19-1_95.059.SR_stool,81.49,6.12,20,23184,MetaSPAdes (SR),Stool,228,2606332
MQ Winners,08-2_9x08-2_9.003_sub.SR_stool,66.5,7.12,20,116156,MetaSPAdes (SR),Stool,39,2624110
MQ Winners,29-1_20xbin.25_sub.SR_stool,85.73,7.29,20,7145,MetaSPAdes (SR),Stool,776,4366887
MQ Winners,20-1_35_stoolxbin.69_sub.SR_stool,90.62,7.91,20,39291,MetaSPAdes (SR),Stool,145,3042093
MQ Winners,47-1_88xbin.75_sub.SR_stool,78.96,6.97,20.51,171445,MetaSPAdes (SR),Stool,18,1714077
MQ Winners,20-2_76xbin.82.SR_stool,95.57,4.27,20.69,52625,MetaSPAdes (SR),Stool,83,2501036
MQ Winners,43-2_N15_DPxbin.5.LR_plate,61.13,4.56,20.69,57340,MetaFlye2 (LR),Plate,34,1625890
MQ Winners,14-2_11_stoolx14-2_11_stool.004_sub.SR_stool,87.72,8.77,20.69,385593,MetaSPAdes (SR),Stool,15,2677165
MQ Winners,47-1_37x47-1_late__47-1_37.059.LR_stool,89.26,5.37,20.83,234412,MetaFlye2 (LR),Stool,35,3008996
MQ Winners,43-1_46x15.LR_plate,92.01,5.34,21.05,92860,MetaFlye2 (LR),Plate,64,4203593
MQ Winners,40-1_9x40-1_9.025.SR_stool,93.04,3.96,21.43,123262,MetaSPAdes (SR),Stool,55,2675577
MQ Winners,C040-M00x41.SR_stool,97.15,3.99,21.43,23528,MetaSPAdes (SR),Stool,206,2860781
MQ Winners,17-2_99x17-2_late__17-2_99.022_sub.LR_stool,75.86,5.17,21.43,793416,MetaFlye2 (LR),Stool,52,3505648
MQ Winners,29-2_36_stoolx119.SR_stool,98.95,5.41,21.43,105594,MetaSPAdes (SR),Stool,46,3156749
MQ Winners,40-1_6_stoolx40-1_6_stool.031_sub.SR_stool,74.15,9.78,21.62,7263,MetaSPAdes (SR),Stool,760,4199563
MQ Winners,C029-M36xbin.71.SR_stool,86.84,9.09,21.88,11863,MetaSPAdes (SR),Stool,344,2917569
MQ Winners,19-1_95xbin.58.SR_stool,99.01,0.65,22.22,27367,MetaSPAdes (SR),Stool,97,1710229
MQ Winners,29-1_95xbin.76_sub.SR_stool,81.87,1.32,22.22,85517,MetaSPAdes (SR),Stool,40,2215471
MQ Winners,17-2_N11_stoolxbin.11.SR_stool,92.04,1.56,22.22,13303,MetaSPAdes (SR),Stool,214,1632018
MQ Winners,14-2_9_BAPx17.SR_plate,99.6,2.26,22.22,52806,MetaSPAdes (SR),Plate,106,3046459
MQ Winners,C039-M06x8_sub.LR_stool,93.94,2.38,22.22,193539,MetaFlye2 (LR),Stool,66,7292672
MQ Winners,C039-M06_BAPx71.SR_plate,99.04,2.43,22.22,17867,MetaSPAdes (SR),Plate,171,2031689
MQ Winners,39-2_N11xbin.13_sub.SR_stool,84.05,2.58,22.22,14904,MetaSPAdes (SR),Stool,308,2632367
MQ Winners,C008-M06_WCx24.SR_plate,95.27,2.61,22.22,35307,MetaSPAdes (SR),Plate,265,5748334
MQ Winners,39-2_N14x56_sub.SR_stool,96.38,2.66,22.22,726221,MetaSPAdes (SR),Stool,55,4681241
MQ Winners,C008-M00_stoolx87.SR_stool,83.23,3.27,22.22,13433,MetaSPAdes (SR),Stool,290,2527337
MQ Winners,40-2_10xbin.7.LR_stool,95.42,3.51,22.22,229344,MetaFlye2 (LR),Stool,23,2898255
MQ Winners,C040-M24xbin.46.SR_stool,91.95,3.64,22.22,42761,MetaSPAdes (SR),Stool,115,2687134
MQ Winners,29-2_N17x65_sub.SR_stool,95.58,4.01,22.22,42498,MetaSPAdes (SR),Stool,122,2778220
MQ Winners,14-1_N14_stoolxbin.31.SR_stool,58.77,4.91,22.22,5690,MetaSPAdes (SR),Stool,492,2137355
MQ Winners,20-2_64x20-2_64.008_sub.SR_stool,58.07,6.88,22.22,42978,MetaSPAdes (SR),Stool,184,3321774
MQ Winners,20-2_18x8_sub.SR_stool,86.21,8.03,22.22,7542,MetaSPAdes (SR),Stool,321,2125793
MQ Winners,47-1_N13xbin.17_sub.SR_stool,96.48,9.06,22.22,37023,MetaSPAdes (SR),Stool,327,4849574
MQ Winners,29-2_17xbin.21_sub.LR_stool,75.42,8.29,22.73,206737,MetaFlye2 (LR),Stool,25,2730737
MQ Winners,39-1_N14_DP_BAPcstx39-1_N14_DP_BAPcst.008_sub.SR_plate,55.9,1.24,23.08,4224,MetaSPAdes (SR),Plate,324,1174905
MQ Winners,43-1_17x4.SR_stool,53.21,1.56,23.08,4516,MetaSPAdes (SR),Stool,407,1440458
MQ Winners,39-1_94xbin.59_sub.SR_stool,97.52,4.27,23.08,43232,MetaSPAdes (SR),Stool,303,7223664
MQ Winners,08-2_36_stoolx5.SR_stool,93.69,6.52,23.08,87579,MetaSPAdes (SR),Stool,56,2277128
MQ Winners,20-1_97x39_sub.LR_stool,58.76,7.5,23.08,224222,MetaFlye2 (LR),Stool,50,2145392
MQ Winners,19-1_6_stoolx17_sub.SR_stool,85.17,3.91,23.53,3474,MetaSPAdes (SR),Stool,783,2255578
MQ Winners,C043-M07_stoolx51.SR_stool,96.49,7.02,23.53,60135,MetaSPAdes (SR),Stool,85,2901490
MQ Winners,C047-M07x21.LR_stool,65.73,6.52,23.81,645715,MetaFlye2 (LR),Stool,16,2616163
MQ Winners,08-2_14x53_sub.SR_stool,64.24,4.47,24.39,2087,MetaSPAdes (SR),Stool,743,1478763
MQ Winners,39-1_8x9.LR_stool,98.59,0.32,25,685985,MetaFlye2 (LR),Stool,12,4972375
MQ Winners,43-1_24x61_sub.SR_stool,62.16,0.43,25,2246,MetaSPAdes (SR),Stool,534,1109595
MQ Winners,20-1_5x0.LR_stool,98.91,0.47,25,589017,MetaFlye2 (LR),Stool,14,4861850
MQ Winners,C014-M00_stoolx123_sub.SR_stool,95.16,0.49,25,182298,MetaSPAdes (SR),Stool,26,3470796
MQ Winners,8-2_11_CMBcst_WCx1.SR_plate,98.44,0.52,25,38620,MetaSPAdes (SR),Plate,117,2831982
MQ Winners,39-2_41x123_sub.SR_stool,60.31,0.61,25,2498,MetaSPAdes (SR),Stool,579,1325766
MQ Winners,29-2_36_BAPx18.SR_plate,99.62,0.79,25,108000,MetaSPAdes (SR),Plate,61,2650577
MQ Winners,43-1_12xbin.7.LR_stool,99.37,0.84,25,3157691,MetaFlye2 (LR),Stool,3,3596668
MQ Winners,20-2_39xbin.61.SR_stool,90.56,0.85,25,20310,MetaSPAdes (SR),Stool,200,2458919
MQ Winners,14-2_9_stoolx14-2_9_stool.011.SR_stool,99.28,0.91,25,113887,MetaSPAdes (SR),Stool,36,2095254
MQ Winners,39-2_41x118.SR_stool,99.29,0.95,25,54848,MetaSPAdes (SR),Stool,71,2333649
MQ Winners,C014-M00x78.LR_stool,96.04,0.96,25,596575,MetaFlye2 (LR),Stool,23,6082345
MQ Winners,14-1_95_stoolxbin.105.SR_stool,95.73,0.97,25,87815,MetaSPAdes (SR),Stool,56,2683336
MQ Winners,C008-M06_BAPxC008-M06_BAP.009.SR_plate,97.54,0.97,25,57349,MetaSPAdes (SR),Plate,221,4728707
MQ Winners,40-1_35xbin.79_sub.LR_stool,61.51,1,25,80069,MetaFlye2 (LR),Stool,34,2264072
MQ Winners,C040-M00x84.SR_stool,84.59,1.01,25,5085,MetaSPAdes (SR),Stool,616,2353222
MQ Winners,08-2_95xbin.39.SR_stool,76.47,1.04,25,13496,MetaSPAdes (SR),Stool,238,2026720
MQ Winners,39-2_24xbin.6.SR_stool,93.86,1.05,25,36738,MetaSPAdes (SR),Stool,168,3733378
MQ Winners,43-2_36_stoolx44.SR_stool,58.52,1.06,25,2876,MetaSPAdes (SR),Stool,555,1372202
MQ Winners,14-2_95_BAPx62.SR_plate,66.44,1.08,25,2184,MetaSPAdes (SR),Plate,1119,2336297
MQ Winners,20-1_97xbin.44.LR_stool,98.66,1.12,25,834110,MetaFlye2 (LR),Stool,10,4676307
MQ Winners,C020-M07x135_sub.SR_stool,99,1.12,25,741806,MetaSPAdes (SR),Stool,20,4756306
